"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"11","Modulhandbuch/PO","medium","Welche Bachelorstudiengänge der WiSo-Fakultät haben ein eigenes Modulhandbuch unter PO 2021?","Basierend auf den Suchergebnissen können die folgenden Bachelorstudiengänge der WiSo-Fakultät ein eigenes Modulhandbuch unter PO 2021 haben:  * Betriebswirtschaftslehre (BWL)  Bitte beachten Sie, dass diese Informationen basieren auf den Suchergebnissen und möglicherweise nicht vollständig oder aktuell sind. Es ist immer ratsam, direkt bei der Universität zu überprüfen, ob die Informationen noch gültig sind.","Für das Studienjahr 2025/26 gibt es unter der Bachelor PO 2021 Modulhandbücher für Betriebswirtschaftslehre, Volkswirtschaftslehre, Management, Economics and Social Sciences, Sozialwissenschaften, Gesundheitsökonomie, Wirtschaftsinformatik sowie Lehramt am Berufskolleg I.","0.14537397027015686","0.02625640481710434","0.266008585691452","0.0","0.0","0.0"
"12","Modulhandbuch/PO","easy","Wo finden Bachelorstudierende die zugehörigen Prüfungsordnungen der PO 2021?","Die Bachelorstudierenden können die zugehörigen Prüfungsordnungen der PO 2021 im Dokumenten- und Medienbereich der Universitäts-Wissensdatenbank finden. Dort sind alle wichtigen Dokumente für die Organisation des Studiums abrufbar, einschließlich der Modulhandbücher für jeden Bachelorstudiengang.  Die Prüfungsordnung PO 2021 ist gültig für Studierende, die sich ab dem Wintersemester 2021/22 eingeschrieben haben. Im Archivbereich können auch die Modulhandbücher vergangener Studienjahre abgerufen werden.  Es ist wichtig zu beachten, dass die Prüfungsordnung PO 2021 nur für neue Studierende gilt, die sich nach dem 01.10.2021 eingeschrieben haben. Studierende, die bereits vorher eingeschrieben waren, können noch nach der alten Prüfungsordnung (PO 2015) prüfen.  Wenn Sie also nach den Prüfungsordnungen PO 2021 suchen, empfehle ich Ihnen, sich im Dokumenten- und Medienbereich umzusehen. Dort finden Sie alle relevanten Informationen für Ihre Studienorganisation.","Im Download-Bereich des Prüfungsamtes finden Sie die gemeinsame Prüfungsordnung der WiSo-Studiengänge, sowie die zusätzliche Bachelorprüfungsordnung.","0.17865651845932007","-0.025074495002627373","0.3949877619743347","0.0","0.0","0.0"
"13","Modulhandbuch/PO","easy","Für wen gelten die Dokumente zur Master-Prüfungsordnung (PO) 2021?","Die Dokumente zur Master-Prüfungsordnung (PO) 2021 gelten für Studierende, die ab dem Wintersemester 2021/22 eingeschrieben sind. Dies umfasst alle Studierenden, die den Master-Studiengang an der WiSo-Fakultät der Universität zu Köln aufgenommen haben und von der Prüfungsordnung 2021 betroffen sind.","Die Dokumente zur Master PO 2021 gelten für Studierende, die nach der Prüfungsordnung 2021 studieren und sich ab dem Wintersemester 2021/22 eingeschrieben haben.","0.5609944462776184","0.4041539132595062","0.7247166037559509","0.0","0.0","0.0"
"14","Modulhandbuch/PO","medium","Für welche Masterstudiengänge werden im Rahmen der Master Prüfungsordnung PO 2021 Modulhandbücher bereitgestellt?","Basierend auf den Suchergebnissen können wir folgern, dass für die Masterstudiengänge der Prüfungsordnung (PO) 2021 Modulhandbücher bereitgestellt werden. Die genauen Informationen finden Sie im Modulhandbuch-Archiv unter ""Master PO 2021"".","Für das Studienjahr 2025/26 werden unter der Master PO 2021 Modulhandbücher für folgende Masterstudiengänge aufgeführt: M.Sc. International Management (CEMS MIM); M.Sc. Business Administration (Accounting and Taxation, Corporate Development, Finance, Marketing, Supply Chain Management); M.Sc. Business Analytics and Econometrics; M.Sc. Economics; M.Sc. Economic Research; M.Sc. Gesundheitsökonomie; M.Sc. Information Systems; M.A./M.Sc. Politikwissenschaft/Political Science; die beiden Soziologie-Master (Sociology: Social and Economic Psychology sowie Sociology and Social Research) sowie M.Ed./M.Sc. Wirtschaftspädagogik.","0.03187179192900658","0.2344459593296051","-0.1601274609565735","0.0","0.0","0.0"
"15","Modulhandbuch/PO","easy","Wo finden Masterstudierende die Masterprüfungsordnung für die WiSo-Studiengänge?","Die Masterprüfungsordnung für die WiSo-Studiengänge finden Sie im Modulhandbuch des jeweiligen Studiengangs. Außerdem enthält die Prüfungsordnung wichtige Angaben zum Aufbau, den inneren Zusammenhängen und den Anmeldemodalitäten zu Veranstaltungen und Prüfungen.  Wenn Sie spezifische Fragen haben oder weitere Informationen benötigen, können Sie sich gerne an das WiSo-Studienberatungszentrum wenden.","Die Prüfungsordnungen zur Master PO 2021 findest du im Download-Bereich des Prüfungsamts. Dort sind sowohl die gemeinsame Prüfungsordnung der WiSo-Studiengänge als auch die zusätzliche Masterprüfungsordnung hinterlegt.","0.3851453363895416","0.303658664226532","0.46623215079307556","0.0","0.0","0.0"
"16","Bachelor-Studium","easy","Welche Möglichkeiten schafft mir ein Bachelorabschlusses an der WiSo-Fakultät?","Ein Bachelorabschluss an der WiSo-Fakultät bietet Ihnen viele Möglichkeiten für Ihre weitere Karriere. Hier sind einige der wichtigsten:  *   **Direkte Einstellung in den Beruf**: Ein wirtschafts- oder sozialwissenschaftlicher Bachelor-Abschluss ist ein wichtiger Schritt in die berufliche Laufbahn. *   **Trainee-Programme**: Viele Unternehmen bieten Trainee-Programme an, um junge Talente zu fördern und auszubilden. *   **Weiterführender Masterstudiengang**: Ein Bachelor-Abschluss ist oft ein wichtiger Schritt auf dem Weg zum Masterstudium. *   **Forschung und Entwicklung**: Wenn Sie sich für die Forschung interessieren, können Sie nach Ihrem Bachelorabschluss an der Universität bleiben und Ihre Promotion beginnen.  Die WiSo-Fakultät bietet eine breite Palette von Studiengängen an, um Ihnen individuelle Möglichkeiten zu bieten.","Ein Bachelorabschluss an der WiSo-Fakultät schafft eine exzellente Grundlage für den individuellen Karriereweg – unabhängig davon, ob man direkt in den Beruf einsteigt, ein Trainee-Programm wählt oder einen weiterführenden Master anschließt.","0.32365310192108154","0.17909649014472961","0.472940593957901","0.0","0.0","0.0"
"17","Bachelor-Studium","easy","Welche Bachelorstudiengänge bietet WiSo-Fakultät allgemein an?","Basierend auf den Suchergebnissen kann ich sagen, dass die WiSo-Fakultät der Universität zu Köln folgende Bachelorstudiengänge anbietet:  * Betriebswirtschaftslehre (BWL) * Volkswirtschaftslehre (VWL)  Diese Informationen sind jedoch möglicherweise nicht vollständig oder aktuell. Ich empfehle, sich direkt bei der Universität zu informieren, um die genauesten und neuesten Informationen zu erhalten.  Wenn Sie weitere Fragen haben oder mehr über diese Studiengänge erfahren möchten, stehe ich Ihnen gerne zur Verfügung!","Die WiSo-Fakultät bietet folgende Bachelorprogramme an: Betriebswirtschaftslehre, Volkswirtschaftslehre, Sozialwissenschaften, Management, Economics & Social Sciences, Wirtschaftsinformatik, Gesundheitsökonomie sowie der Lehramts-Bachelor.","0.22878621518611908","0.06137360259890556","0.40344396233558655","0.0","0.0","0.0"
"18","Allgemein","medium","Was macht den Standort Köln attraktiv?","Der Standort Köln ist attraktiv aufgrund seiner:  * Ausgeprägten ökonomischen Infrastruktur * Pulsierendes Studierendenleben mit über 130.000 Studierenden * Lebendige Start-up-Kultur * Nähe zu großen Unternehmen und Forschungseinrichtungen wie der ESA European Space Agency oder Gesis - Leibniz-Institut für Sozialwissenschaften * Wissenstransfer in Wirtschaft und Gesellschaft * Exzellenz-Gründerzentrum und Alumni-Netzwerk, das den Kontakt zu privaten und öffentlichen Institutionen sowie weiteren potentiellen Arbeitgebern herstellt.  Darüber hinaus bietet Köln einzigartige Lebensqualität mit einem ""bunt gemischten"" Menschenbild, was es für Studierende und Dozierende attraktiv macht.","Köln wird als Stadt beschrieben, die für Lebensfreude, Toleranz und Weltoffenheit steht. Die Region bietet vielfältige Kontakte zur beruflichen Praxis und einen Branchenmix mit u. a. Medien- und Kreativwirtschaft, Logistik und Life Sciences mit wichtiger Rolle auf Bundesebene.","0.11124899238348007","0.008096837438642979","0.21440903842449188","0.0","0.0","0.0"
"19","Services/Info","easy","Was ist „Chat with Paco“?","Paco ist ein künstliches Intelligenz-Tool, das dir bei deinen Fragen zu Studiengängen und der Universität zu Köln hilft. Es beantwortet alle faktenbasierten Fragen zu deinem Wunschstudiengang schnell und zuverlässig. Paco ist eine Ergänzung zu ""Chat with a Student"", wo echte WiSo-Studierende aus erster Hand von ihren Erfahrungen rund um den Studienalltag und die Studiengänge berichten.","„Chat with Paco“ ist ein KI-Angebot („Paco“), das jederzeit faktenbasierte Fragen zum Wunschstudiengang beantwortet.","0.4228917062282562","0.2935362160205841","0.5557302832603455","0.0","0.0","0.0"
"20","Bachelor-Studium","hard","Welche Verbundstudiengänge mit WiSo-Beteiligung werden angeboten?","Die WiSo-Fakultät bietet in verschiedenen Verbundstudiengängen Wahlpflichtfächer an. Dazu gehören:  * Wirtschaftsmathe (Nebenfächer Wirtschaftswissenschaften oder VWL) * Mathematik (Nebenfächer Wirtschaftswissenschaften oder VWL)  Diese Studiengänge starten alle nur zum Wintersemester. Für weitere Informationen können Sie sich an den WiSo Student Service Point wenden.","Es werden folgende Verbundstudiengänge der Philosophischen Fakultät angeboten: Bachelorstudiengang Regionalstudien China, Bachelorstudiengang Regionalstudien Lateinamerika, Bachelorstudiengang Regionalstudien Ost- und Mitteleuropa, Bachelorstudiengang Medienwissenschaft, Bachelorstudiengang Wirtschaftsmathematik, Bachelorstudiengang Mathematik, Bachelor Geographie, Bachelor Klinische Pflege","0.04738738387823105","0.05009150877594948","0.04046240448951721","0.0","0.0","0.0"
"21","Bachelor-Studium","easy","Welche Nebenfächer im Rahmen des Bachelorstudiums Geographie werden von der WiSo-Fakultät angeboten?","Basierend auf den Suchergebnissen kann ich Ihnen sagen, dass die WiSo-Fakultät im Rahmen des Bachelorstudiums Geographie folgende Nebenfächer anbietet:  - Betriebswirtschaftslehre - Volkswirtschaftslehre - Sozialwissenschaften  Bitte beachten Sie, dass diese Informationen auf der Grundlage der Suchergebnisse basieren und es immer ratsam ist, direkt bei der Universität oder dem jeweiligen Fachbereich nachzufragen.","Im Bachelorstudiengang Geographie bietet die WiSo-Fakultät in folgenden Bereichen Angebote für die Nebenfächer an: Betriebswirtschaftslehre, Volkswirtschaftslehre und Sozialwissenschaften","0.3701939582824707","0.20420436561107635","0.5436273813247681","0.0","0.0","0.0"
"22","Bachelor-Studium","easy","Welche Bewerbungsfristen gelten für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät und welche Bachelorstudiengänge starten auch im Sommersemester?","Die Bewerbungsfristen für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät sind:  * 15. Juli/15. Januar als reguläre Bewerbungsfrist für das Winter- bzw. Sommersemester * Die Bewerbung zum 1. Fachsemester für die Bachelorstudiengänge wird über das Studierendensekretariat der Universität zu Köln geregelt  Es gibt auch einige Bachelorstudiengänge, die im Sommersemester starten, darunter Betriebs- und Volkswirtschaftslehre.","Für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät gilt regulär der 15. Juli als Bewerbungsfrist für das Wintersemester und der 15. Januar für das Sommersemester.","0.5152649283409119","0.3348563015460968","0.7054232358932495","0.0","0.0","0.0"
"23","Bachelor-Studium","easy","Für welche Bachelorstudiengänge der WiSo-Fakultät ist ein Studienstart auch im Sommersemester möglich?","Basierend auf den Suchergebnissen kann ich folgern:  **Ja**, es ist möglich, auch im Sommersemester in die Bachelorstudiengänge Betriebs- und Volkswirtschaftslehre der WiSo-Fakultät zu starten. Die Bewerbungsfrist für das Sommersemester ist der 15. Januar.","Ein Studienstart im Sommersemester ist nur in den Bachelorstudiengängen Betriebswirtschaftslehre und Volkswirtschaftslehre möglich.","0.4181777536869049","0.22347129881381989","0.6244798898696899","0.0","0.0","0.0"
"24","Bachelor-Studium","easy","Wo finden internationale Studieninteressierte Informationen zum Bewerbungsverfahren für einen WiSo-Bachelor?","Die internationale Bewerbung für einen WiSo-Bachelor an der Universität zu Köln kann wie folgt erfolgen:   1.  Besuchen Sie die Website der Universität zu Köln und navigieren Sie zur Fakultät für Wirtschafts- und Sozialwissenschaften (WiSo). 2.  Klicken Sie auf ""Bewerbung"" oder ""Studium"" und wählen Sie den Bachelor-Studiengang aus, an dem Sie interessiert sind. 3.  Lesen Sie die Informationen zum Bewerbungsverfahren und den Anforderungen für internationale Studieninteressierte sorgfältig durch. 4.  Füllen Sie das Online-Bewerbungsformular aus und laden Sie alle erforderlichen Dokumente hoch, wie z.B. Zeugnisse, Transkripte und Sprachzeugnisse. 5.  Überprüfen Sie Ihre Bewerbung sorgfältig, bevor Sie sie absenden.  Es ist ratsam, die Website der Universität zu Köln regelmäßig zu besuchen, um sicherzustellen, dass Sie die aktuellsten Informationen erhalten.","Internationale Studieninteressierte sollen sich vor der Bewerbung beim International Office der Universität zu Köln über das Bewerbungsverfahren informieren. Der Link zum International Office ist auf der WiSo-Bachelor-Bewerbungsseite hinterlegt.","0.25503870844841003","0.06325308978557587","0.4576365351676941","0.0","0.0","0.0"
"25","Bachelor-Studium","medium","Was ist für eine Bewerbung in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät erforderlich?","Um in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät zu bewerben, benötigen Sie Folgendes:  1.  Eine Bescheinigung über den Quereinstieg (falls Ihr bisheriger Studiengang nicht identisch ist mit dem gewünschten) 2.  Einen Antrag auf Fachsemestereinstufung (falls Ihr bisheriger Studiengang nicht identisch ist mit dem gewünschten)  Bitte beachten Sie, dass die Bewerbungsfristen und -verfahren je nach Semester variieren können. Es ist ratsam, sich vorher im Studierendensekretariat oder International Office über die genauen Anforderungen zu informieren.  Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung!","Für die Bewerbung auf ein höheres Fachsemester in einem Bachelorstudiengang der WiSo-Fakultät benötigen Sie zwei Bescheinigungen: einen Nachweis darüber, ob Sie als Ortswechsler:in oder Quereinsteiger:in eingestuft werden, und eine Fachsemestereinstufung. Beide Bescheinigungen stellt das Prüfungsamt der WiSo-Fakultät auf Antrag aus.","0.3069409728050232","0.1984865516424179","0.4165824055671692","0.0","0.0","0.0"
