"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"11","Modulhandbuch/PO","medium","Welche Bachelorstudiengänge der WiSo-Fakultät haben ein eigenes Modulhandbuch unter PO 2021?","Basierend auf den Suchergebnissen können die folgenden Bachelorstudiengänge der WiSo-Fakultät ein eigenes Modulhandbuch unter PO 2021 haben:  * Betriebswirtschaftslehre (BWL)  Bitte beachten Sie, dass die Gültigkeit des Modulhandbuchs ab dem Studienjahr 2021/22 gilt. Es ist ratsam, sich direkt auf der Homepage der WiSo-Fakultät oder im Campusmanagementsystem (KLIPS) zu informieren, um sicherzustellen, dass die Informationen aktuell sind.","Für das Studienjahr 2025/26 gibt es unter der Bachelor PO 2021 Modulhandbücher für Betriebswirtschaftslehre, Volkswirtschaftslehre, Management, Economics and Social Sciences, Sozialwissenschaften, Gesundheitsökonomie, Wirtschaftsinformatik sowie Lehramt am Berufskolleg I.","0.15486736595630646","0.027372300624847412","0.28472208976745605","0.0","0.0","0.0"
"12","Modulhandbuch/PO","easy","Wo finden Bachelorstudierende die zugehörigen Prüfungsordnungen der PO 2021?","Die Prüfungsordnungen der PO 2021 finden Sie auf der Website der Universität zu Köln, Fakultät für Wirtschafts- und Sozialwissenschaften. Dort können Sie unter ""Dokumente und Medien"" die relevanten Dokumente herunterladen.  Besonders empfehlenswert sind:  *   Die Prüfungsordnung 2021 selbst *   Das Modulhandbuch-Archiv, in dem Sie alle wichtigen Dokumente finden können  Diese Informationen gelten für Studierende der PO 2021 (Einschreibung ab WiSe 2021/22).","Im Download-Bereich des Prüfungsamtes finden Sie die gemeinsame Prüfungsordnung der WiSo-Studiengänge, sowie die zusätzliche Bachelorprüfungsordnung.","0.2572885751724243","0.11393054574728012","0.4050307869911194","0.0","0.0","0.0"
"13","Modulhandbuch/PO","easy","Für wen gelten die Dokumente zur Master-Prüfungsordnung (PO) 2021?","Die Master-Prüfungsordnung (PO) 2021 gilt für Studierende der Universität zu Köln, die ab dem Wintersemester 2021/22 eingeschrieben sind. Dies bedeutet, dass alle Studierenden, die nach diesem Zeitpunkt ihre Master-Studien aufgenommen haben, an die Prüfungsordnung 2021 gebunden sind.","Die Dokumente zur Master PO 2021 gelten für Studierende, die nach der Prüfungsordnung 2021 studieren und sich ab dem Wintersemester 2021/22 eingeschrieben haben.","0.5870970487594604","0.46885889768600464","0.7084033489227295","0.0","0.0","0.0"
"14","Modulhandbuch/PO","medium","Für welche Masterstudiengänge werden im Rahmen der Master Prüfungsordnung PO 2021 Modulhandbücher bereitgestellt?","Basierend auf den Suchergebnissen aus der Universitäts-Wissensdatenbank, werden für die folgenden Masterstudiengänge im Rahmen der Master Prüfungsordnung PO 2021 Modulhandbücher bereitgestellt:  *   Betriebswirtschaftslehre (BWL) *   Volkswirtschaftslehre (VWL)  Bitte beachten Sie, dass diese Informationen aktuell sind und sich ändern können. Es ist immer ratsam, direkt auf der Universitäts-Website nachzuschauen oder die Studienberatung zu kontaktieren, um sicherzustellen, dass die Informationen noch gültig sind.","Für das Studienjahr 2025/26 werden unter der Master PO 2021 Modulhandbücher für folgende Masterstudiengänge aufgeführt: M.Sc. International Management (CEMS MIM); M.Sc. Business Administration (Accounting and Taxation, Corporate Development, Finance, Marketing, Supply Chain Management); M.Sc. Business Analytics and Econometrics; M.Sc. Economics; M.Sc. Economic Research; M.Sc. Gesundheitsökonomie; M.Sc. Information Systems; M.A./M.Sc. Politikwissenschaft/Political Science; die beiden Soziologie-Master (Sociology: Social and Economic Psychology sowie Sociology and Social Research) sowie M.Ed./M.Sc. Wirtschaftspädagogik.","0.03272645175457001","0.0714656338095665","-0.009668191894888878","0.0","0.0","0.0"
"15","Modulhandbuch/PO","easy","Wo finden Masterstudierende die Masterprüfungsordnung für die WiSo-Studiengänge?","Die Masterprüfungsordnung für die WiSo-Studiengänge ist im Modulhandbuch zu finden. Dieses enthält detaillierte Informationen über den Aufbau des Studiums, die Module und Veranstaltungen sowie die Prüfungsordnungen.  Du kannst das Modulhandbuch auf der Website der Universität zu Köln oder direkt in der Universitäts-Wissensdatenbank aufrufen.","Die Prüfungsordnungen zur Master PO 2021 findest du im Download-Bereich des Prüfungsamts. Dort sind sowohl die gemeinsame Prüfungsordnung der WiSo-Studiengänge als auch die zusätzliche Masterprüfungsordnung hinterlegt.","0.42739662528038025","0.3604670464992523","0.4933243691921234","0.0","0.0","0.0"
"16","Bachelor-Studium","easy","Welche Möglichkeiten schafft mir ein Bachelorabschlusses an der WiSo-Fakultät?","Basierend auf den Suchergebnissen kann ich sagen, dass ein Bachelorabschluss an der WiSo-Fakultät der Universität zu Köln verschiedene Möglichkeiten für die Zukunft bietet. Hier sind einige der wichtigsten Punkte:  *   **Direkter Einstieg in den Beruf**: Ein wirtschafts- oder sozialwissenschaftlicher Bachelor-Abschluss bereitet Sie auf eine Vielzahl von Karrieren vor, insbesondere in Unternehmen aller Branchen. *   **Weiterführender Masterstudiengang**: Nach dem Abschluss Ihres Bachelorstudiums können Sie sich für einen weiterführenden Masterstudiengang entscheiden und Ihre Fachkenntnisse vertiefen. *   **Karrieremöglichkeiten in Politik, Verwaltung und Nichtregierungsorganisationen**: Ein stärker politikwissenschaftlicher Profil bietet Möglichkeiten in Parteien, Ministerien, Behörden und internationalen Organisationen. *   **Karrieremöglichkeiten in der Markt- und Sozialforschung**: Ein stärker soziologischer oder sozialpsychologischer Profil bietet Möglichkeiten in der Markt- und Sozialforschung, statistischen Ämtern und anderen Bereichen.  Ich hoffe, diese Informationen helfen Ihnen bei Ihrer Entscheidung. Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung!","Ein Bachelorabschluss an der WiSo-Fakultät schafft eine exzellente Grundlage für den individuellen Karriereweg – unabhängig davon, ob man direkt in den Beruf einsteigt, ein Trainee-Programm wählt oder einen weiterführenden Master anschließt.","0.18994134664535522","-0.012938695959746838","0.40529587864875793","0.0","0.0","0.0"
"17","Bachelor-Studium","easy","Welche Bachelorstudiengänge bietet WiSo-Fakultät allgemein an?","Die WiSo-Fakultät der Universität zu Köln bietet folgende Bachelorstudiengänge an:  1. Betriebswirtschaftslehre (BWL) 2. Volkswirtschaftslehre (VWL) 3. Wirtschaftsinformatik 4. Soziologie 5. Psychologie 6. Politikwissenschaft 7. Medien- und Kulturwissenschaft  Bitte beachten Sie, dass sich die Angebote und Bedingungen ändern können. Es ist immer ratsam, direkt auf der Website der Universität zu Köln oder bei der Studienberatung nachzufragen, um aktuelle Informationen zu erhalten.","Die WiSo-Fakultät bietet folgende Bachelorprogramme an: Betriebswirtschaftslehre, Volkswirtschaftslehre, Sozialwissenschaften, Management, Economics & Social Sciences, Wirtschaftsinformatik, Gesundheitsökonomie sowie der Lehramts-Bachelor.","0.3524814248085022","0.187857523560524","0.524324357509613","0.0","0.0","0.0"
"18","Allgemein","medium","Was macht den Standort Köln attraktiv?","Köln bietet eine Vielzahl von Attraktionen, die den Standort attraktiv für Studierende machen. Dazu gehören:  * Eine breite Palette an kulturellen Angeboten wie Museen, Kunstausstellungen, Kinos, unabhängigen Theatern und kulturellen Ereignissen * Ein vielfältiges Nachtleben mit zahlreichen Bars, Clubs und Restaurants * Eine lebendige und tolerante Stadtgesellschaft mit einer starken lokalen Identität * Eine gute Verkehrsanbindung als günstiger Verkehrsknotenpunkt im Herzen der Europäischen Union * Ein breites Angebot an Studienmöglichkeiten an der Universität zu Köln, einschließlich der WiSo-Fakultät, die sich auf Wirtschaftswissenschaften und Sozialwissenschaften spezialisiert hat.  Diese Faktoren machen Köln zu einem attraktiven Standort für Studierende aus aller Welt.","Köln wird als Stadt beschrieben, die für Lebensfreude, Toleranz und Weltoffenheit steht. Die Region bietet vielfältige Kontakte zur beruflichen Praxis und einen Branchenmix mit u. a. Medien- und Kreativwirtschaft, Logistik und Life Sciences mit wichtiger Rolle auf Bundesebene.","0.15995869040489197","0.08267095685005188","0.23566371202468872","0.0","0.0","0.0"
"19","Services/Info","easy","Was ist „Chat with Paco“?","""Chat with Paco"" ist ein Tool, das dir schnell und zuverlässig Fakten liefert. Es ist die perfekte Ergänzung zu ""Chat with a Student"", bei dem du authentische Einblicke ins Studium von echten WiSo-Studierenden erhältst. Wenn du Fragen zu den Studiengängen der WiSo-Fakultät und zum Studierendenleben an der Universität zu Köln hast, kannst du dich auf ""Chat with Paco"" verlassen.","„Chat with Paco“ ist ein KI-Angebot („Paco“), das jederzeit faktenbasierte Fragen zum Wunschstudiengang beantwortet.","0.2720556855201721","0.16558630764484406","0.3794175088405609","0.0","0.0","0.0"
"20","Bachelor-Studium","hard","Welche Bachelor-Verbundstudiengänge mit WiSo-Beteiligung werden angeboten?","Basierend auf den Suchergebnissen können folgende Bachelor-Verbundstudiengänge mit WiSo-Beteiligung angeboten werden:  1.  **International Business Administration** (IBA) 2.  **Wirtschaft und Gesellschaft** (WiGe) 3.  **Wirtschaft und Umwelt** (WU)  Bitte beachten Sie, dass die genauen Informationen und mögliche Änderungen in der Universitäts-Wissensdatenbank nachgeprüft werden sollten.  Wenn Sie weitere Fragen haben oder spezifische Details benötigen, stehe ich Ihnen gerne zur Verfügung.","Es werden folgende Verbundstudiengänge der Philosophischen Fakultät angeboten: Bachelorstudiengang Regionalstudien China, Bachelorstudiengang Regionalstudien Lateinamerika, Bachelorstudiengang Regionalstudien Ost- und Mitteleuropa, Bachelorstudiengang Medienwissenschaft, Bachelorstudiengang Wirtschaftsmathematik, Bachelorstudiengang Mathematik, Bachelor Geographie, Bachelor Klinische Pflege","-0.013647552579641342","-0.06905805319547653","0.03834984079003334","0.0","0.0","0.0"
"21","Bachelor-Studium","easy","Welche Nebenfächer im Rahmen des Bachelorstudiums Geographie werden von der WiSo-Fakultät angeboten?","Basierend auf den Suchergebnissen kann ich folgern, dass die WiSo-Fakultät für das Bachelorstudium Geographie keine Nebenfächer anbietet. Die Informationen in der Universitäts-Wissensdatenbank beziehen sich auf andere Fakultäten und Studiengänge.  Wenn Sie weitere Fragen haben oder mehr über die Möglichkeiten des Bachelorstudiums Geographie erfahren möchten, stehe ich Ihnen gerne zur Verfügung.","Im Bachelorstudiengang Geographie bietet die WiSo-Fakultät in folgenden Bereichen Angebote für die Nebenfächer an: Betriebswirtschaftslehre, Volkswirtschaftslehre und Sozialwissenschaften","0.16424088180065155","0.11582226306200027","0.20975050330162048","0.0","0.0","0.0"
"22","Bachelor-Studium","easy","Welche Bewerbungsfristen gelten für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät und welche Bachelorstudiengänge starten auch im Sommersemester?","Die Bewerbungsfristen für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät sind:  *   15. Juli/15. Januar als reguläre Bewerbungsfrist für das Winter- bzw. Sommersemester *   Die Bachelorstudiengänge Betriebs- und Volkswirtschaftslehre werden zusätzlich auch im Sommersemester angeboten.  Es ist wichtig, sich an die genauen Fristen zu halten und sich über das Bewerbungsverfahren zu informieren.","Für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät gilt regulär der 15. Juli als Bewerbungsfrist für das Wintersemester und der 15. Januar für das Sommersemester.","0.5413017272949219","0.3703016936779022","0.7208659648895264","0.0","0.0","0.0"
"23","Bachelor-Studium","easy","Für welche Bachelorstudiengänge der WiSo-Fakultät ist ein Studienstart auch im Sommersemester möglich?","Es ist möglich, einen Bachelorstudiengang an der WiSo-Fakultät auch im Sommersemester zu beginnen. Die genauen Bedingungen und Anforderungen können je nach Studiengang variieren. Es wird empfohlen, sich direkt an die WiSo-Fakultät oder das Anrechnungszentrum zu wenden, um weitere Informationen zu erhalten.  Es ist jedoch wichtig zu beachten, dass einige Schwerpunktmodule nur über zwei Semester studierbar sind und daher ein Studienstart im Sommersemester möglicherweise nicht möglich ist. Außerdem gibt es bestimmte Bedingungen für das Study Abroad Programm (STAP), bei dem ein Semester an einer Gasthochschule verbracht werden kann.  Um sicherzustellen, dass Sie alle notwendigen Informationen erhalten, empfehle ich Ihnen, sich direkt an die WiSo-Fakultät oder das Anrechnungszentrum zu wenden.","Ein Studienstart im Sommersemester ist nur in den Bachelorstudiengängen Betriebswirtschaftslehre und Volkswirtschaftslehre möglich.","0.18827976286411285","-0.0133596146479249","0.4021863341331482","0.0","0.0","0.0"
"24","Master-Studium","easy","Wann beginnen die angebotenen Masterprogramme?","Die angebotenen Masterprogramme an der Universität zu Köln beginnen im Wintersemester.  Beispiel: Der Masterstudiengang Political Science (M.Sc.) beginnt mit dem Wintersemester 2025/2026.","Die angebotenen Masterprogramme starten zum Wintersemester. Die Bewerbung erfolgt bis Mitte des Jahres.","0.4837346374988556","0.33330538868904114","0.6400668025016785","0.0","0.0","0.0"
"25","Bachelor-Studium","medium","Was ist für eine Bewerbung in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät erforderlich?","Um in ein höheres Fachsemester eines Bachelorstudiengangs an der Wirtschafts- und Sozialwissenschaftlichen Fakultät (WiSo) der Universität zu Köln zu bewerben, sind folgende Unterlagen erforderlich:  1.  Bescheinigung über die bislang absolvierten Module oder Studienleistungen 2.  Motivationsschreiben (max. 1 Seite) 3.  Gesiegelte/ gestempelte Leistungsübersicht des aktuellen Masterstudiengang (nur für Bewerber, die nicht an der WiSo-Fakultät der UzK studieren)  Bitte beachten Sie, dass die genauen Anforderungen je nach Studiengang variieren können. Es ist ratsam, sich vorher auf der Website der Universität zu Köln oder direkt bei der Studienberatung über die aktuellen Anforderungen und das Bewerbungsverfahren zu informieren.  Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung!","Für die Bewerbung auf ein höheres Fachsemester in einem Bachelorstudiengang der WiSo-Fakultät benötigen Sie zwei Bescheinigungen: einen Nachweis darüber, ob Sie als Ortswechsler:in oder Quereinsteiger:in eingestuft werden, und eine Fachsemestereinstufung. Beide Bescheinigungen stellt das Prüfungsamt der WiSo-Fakultät auf Antrag aus.","0.18385624885559082","0.1119346097111702","0.2539953589439392","0.0","0.0","0.0"
