"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"11","Modulhandbuch/PO","medium","Welche Bachelorstudiengänge der WiSo-Fakultät haben ein eigenes Modulhandbuch unter PO 2021?","Basierend auf den Suchergebnissen können die folgenden Bachelorstudiengänge der WiSo-Fakultät mit eigenem Modulhandbuch unter PO 2021 identifiziert werden:  * Betriebswirtschaftslehre (BWL) * Wirtschaftsinformatik * Volkswirtschaftslehre  Bitte beachten Sie, dass die genauen Informationen im Modulhandbuch-Archiv der WiSo-Fakultät nachgelesen werden sollten.","Für das Studienjahr 2025/26 gibt es unter der Bachelor PO 2021 Modulhandbücher für Betriebswirtschaftslehre, Volkswirtschaftslehre, Management, Economics and Social Sciences, Sozialwissenschaften, Gesundheitsökonomie, Wirtschaftsinformatik sowie Lehramt am Berufskolleg I.","0.22778725624084473","0.14329765737056732","0.31141242384910583","0.0","0.0","0.0"
"12","Modulhandbuch/PO","easy","Wo finden Bachelorstudierende die zugehörigen Prüfungsordnungen der PO 2021?","Die Bachelorstudierenden können die zugehörigen Prüfungsordnungen der PO 2021 auf der Universitäts-Website finden, unter dem Punkt ""Dokumente und Medien - Prüfungsordnung 2021"". Dort sind alle wichtigen Dokumente zur Orientierung und Organisation des Studiums abrufbar.","Im Download-Bereich des Prüfungsamtes finden Sie die gemeinsame Prüfungsordnung der WiSo-Studiengänge, sowie die zusätzliche Bachelorprüfungsordnung.","0.31029894948005676","0.26997923851013184","0.34809422492980957","0.0","0.0","0.0"
"13","Modulhandbuch/PO","easy","Für wen gelten die Dokumente zur Master-Prüfungsordnung (PO) 2021?","Die Dokumente zur Master-Prüfungsordnung (PO) 2021 gelten für Studierende, die ab dem Wintersemester 2021/22 eingeschrieben sind. Dies umfasst alle Master-Studiengänge der Universität zu Köln, die ab diesem Zeitpunkt begonnen haben.","Die Dokumente zur Master PO 2021 gelten für Studierende, die nach der Prüfungsordnung 2021 studieren und sich ab dem Wintersemester 2021/22 eingeschrieben haben.","0.6255267858505249","0.5240347981452942","0.7289146780967712","0.0","0.0","0.0"
"14","Modulhandbuch/PO","medium","Für welche Masterstudiengänge werden im Rahmen der Master Prüfungsordnung PO 2021 Modulhandbücher bereitgestellt?","Basierend auf den Suchergebnissen können die folgenden Masterstudiengänge mit Modulhandbüchern in der Prüfungsordnung PO 2021 bereitgestellt werden:  * Betriebswirtschaftslehre (BWL) * Volkswirtschaftslehre * Management, Economics and Social Sciences  Es ist jedoch zu beachten, dass die Verfügbarkeit von Modulhandbüchern je nach Studiengang und Prüfungsordnung variieren kann. Es wird empfohlen, sich direkt an die Universität oder den zuständigen Fachbereich zu wenden, um genaue Informationen zu erhalten.","Für das Studienjahr 2025/26 werden unter der Master PO 2021 Modulhandbücher für folgende Masterstudiengänge aufgeführt: M.Sc. International Management (CEMS MIM); M.Sc. Business Administration (Accounting and Taxation, Corporate Development, Finance, Marketing, Supply Chain Management); M.Sc. Business Analytics and Econometrics; M.Sc. Economics; M.Sc. Economic Research; M.Sc. Gesundheitsökonomie; M.Sc. Information Systems; M.A./M.Sc. Politikwissenschaft/Political Science; die beiden Soziologie-Master (Sociology: Social and Economic Psychology sowie Sociology and Social Research) sowie M.Ed./M.Sc. Wirtschaftspädagogik.","0.09108567237854004","0.13345374166965485","0.04542534053325653","0.0","0.0","0.0"
"15","Modulhandbuch/PO","easy","Wo finden Masterstudierende die Masterprüfungsordnung für die WiSo-Studiengänge?","Die Masterprüfungsordnung für die WiSo-Studiengänge ist in der Universitäts-Wissensdatenbank verfügbar. Sie können sich auf der Website der Universität zu Köln oder direkt im Modulhandbuch informieren.  Hier sind einige relevante Informationen:  * Die Prüfungsordnungen für die Masterstudiengänge finden Sie im Modulhandbuch. * Die Prüfungsordnungen regeln die Anforderungen an die Abschlussprüfungen, einschließlich der schriftlichen und mündlichen Prüfungen. * Die Prüfungsordnungen enthalten auch Informationen über die Vergabe von Leistungspunkten für die Besuche von Kursen.  Ich empfehle Ihnen, sich direkt im Modulhandbuch oder auf der Website der Universität zu informieren, um die aktuellsten und genauen Informationen zu erhalten.","Die Prüfungsordnungen zur Master PO 2021 findest du im Download-Bereich des Prüfungsamts. Dort sind sowohl die gemeinsame Prüfungsordnung der WiSo-Studiengänge als auch die zusätzliche Masterprüfungsordnung hinterlegt.","0.3143443465232849","0.18886883556842804","0.4425438344478607","0.0","0.0","0.0"
"16","Bachelor-Studium","easy","Welche Möglichkeiten schafft mir ein Bachelorabschlusses an der WiSo-Fakultät?","Ein Bachelorabschluss an der WiSo-Fakultät bietet Ihnen viele Möglichkeiten für Ihre weitere Karriere. Hier sind einige der wichtigsten:  1. **Direkter Einstieg in den Beruf**: Ein wirtschafts- oder sozialwissenschaftlicher Bachelor-Abschluss bereitet Sie auf eine Vielzahl von Berufen vor, insbesondere in Unternehmen aller Bereiche der Wirtschaft. 2. **Trainee-Programme**: Viele Unternehmen bieten Trainee-Programme an, die Ihnen ermöglichen, Ihre Fähigkeiten und Kenntnisse in einem realen Umfeld zu erproben. 3. **Weiterführender Masterstudiengang**: Ein Bachelorabschluss ist oft ein wichtiger Schritt auf dem Weg zum Masterstudium. Die WiSo-Fakultät bietet eine Vielzahl von Masterprogrammen an, die Sie nach Ihrem Bachelorabschluss absolvieren können. 4. **Internationale Karrierechancen**: Die WiSo-Fakultät hat eine internationale Ausrichtung und ein breites Alumni-Netzwerk ehemaliger Studierender, die in allen Geschäftsbereichen rund um den Globus tätig sind.  Insgesamt bietet ein Bachelorabschluss an der WiSo-Fakultät Ihnen eine exzellente Basis für Ihre weitere Karriere und öffnet Ihnen Türen zu internationalen Berufschancen.","Ein Bachelorabschluss an der WiSo-Fakultät schafft eine exzellente Grundlage für den individuellen Karriereweg – unabhängig davon, ob man direkt in den Beruf einsteigt, ein Trainee-Programm wählt oder einen weiterführenden Master anschließt.","0.27617767453193665","0.09700220823287964","0.46434053778648376","0.0","0.0","0.0"
"17","Bachelor-Studium","easy","Welche Bachelorstudiengänge bietet WiSo-Fakultät allgemein an?","Die WiSo-Fakultät bietet folgende Bachelorstudiengänge an:  * BWL (Betriebswirtschaftslehre) * VWL (Volkswirtschaftslehre) * Sozialwissenschaften * Management, Economics & Social Sciences * Wirtschaftsinformatik * Gesundheitsökonomie * Lehramt (Bachelor) * Studium Integrale  Bitte beachten Sie, dass die genauen Anforderungen und Informationen zu jedem Studiengang auf der Website der Universität zu Köln nachgelesen werden sollten.","Die WiSo-Fakultät bietet folgende Bachelorprogramme an: Betriebswirtschaftslehre, Volkswirtschaftslehre, Sozialwissenschaften, Management, Economics & Social Sciences, Wirtschaftsinformatik, Gesundheitsökonomie sowie der Lehramts-Bachelor.","0.5484039187431335","0.37603434920310974","0.729534924030304","0.0","0.0","0.0"
"18","Allgemein","medium","Was macht den Standort Köln attraktiv?","Köln ist ein attraktiver Standort aufgrund seiner ausgeprägten ökonomischen Infrastruktur, pulsierenden Studierendenleben, vielfältigen Wahlmöglichkeiten für das Studium und einer lebendigen Start-up-Kultur. Die Stadt bietet eine gute Infrastruktur, Unterstützungsmöglichkeiten über die Universität und das Gateway sowie ein gutes Gründungsnetzwerk mit vielen anderen Start-ups und Investoren. Darüber hinaus ist Köln eine offene Stadt, die Lust auf Nachhaltigkeit hat.","Köln wird als Stadt beschrieben, die für Lebensfreude, Toleranz und Weltoffenheit steht. Die Region bietet vielfältige Kontakte zur beruflichen Praxis und einen Branchenmix mit u. a. Medien- und Kreativwirtschaft, Logistik und Life Sciences mit wichtiger Rolle auf Bundesebene.","0.22388394176959991","0.20199815928936005","0.24246560037136078","0.0","0.0","0.0"
"19","Services/Info","easy","Was ist „Chat with Paco“?","Paco ist eine künstliche Intelligenz der WiSo-Fakultät der Universität zu Köln, die dir bei deiner Studienwahl hilft. Paco beantwortet deine Fragen zu den Studiengängen und Zulassungsverfahren der WiSo-Fakultät und gibt dir schnelle Informationen zur Universität zu Köln. Du kannst Paco nutzen, um dich über verschiedene Studiengänge zu informieren und die beste Entscheidung für deine Zukunft zu treffen.","„Chat with Paco“ ist ein KI-Angebot („Paco“), das jederzeit faktenbasierte Fragen zum Wunschstudiengang beantwortet.","0.1842288225889206","0.12590353190898895","0.2401183396577835","0.0","0.0","0.0"
"20","Bachelor-Studium","hard","Welche Bachelor-Verbundstudiengänge mit WiSo-Beteiligung werden angeboten?","Basierend auf den Suchergebnissen kann ich dir sagen, dass die WiSo-Fakultät an folgenden Bachelor-Verbundstudiengängen beteiligt ist:  * Bachelor Management, Economics & Social Sciences * Bachelor Wirtschaftsinformatik * Bachelor Gesundheitsökonomie  Bitte beachten Sie, dass diese Liste nicht vollständig sein muss und es weitere Verbundstudiengänge geben könnte. Es lohnt sich, direkt auf der Website der Universität zu Köln oder bei der Studienberatung nachzufragen, um die aktuellsten Informationen zu erhalten.","Es werden folgende Verbundstudiengänge der Philosophischen Fakultät angeboten: Bachelorstudiengang Regionalstudien China, Bachelorstudiengang Regionalstudien Lateinamerika, Bachelorstudiengang Regionalstudien Ost- und Mitteleuropa, Bachelorstudiengang Medienwissenschaft, Bachelorstudiengang Wirtschaftsmathematik, Bachelorstudiengang Mathematik, Bachelor Geographie, Bachelor Klinische Pflege","0.06919897347688675","0.01864464208483696","0.11650733649730682","0.0","0.0","0.0"
"21","Bachelor-Studium","easy","Welche Nebenfächer im Rahmen des Bachelorstudiums Geographie werden von der WiSo-Fakultät angeboten?","Basierend auf den Suchergebnissen kann ich sagen, dass die WiSo-Fakultät folgende Nebenfächer im Rahmen des Bachelorstudiums Geographie anbietet:  * Betriebswirtschaftslehre * Volkswirtschaftslehre * Sozialwissenschaften  Bitte beachten Sie, dass Sie ein Motivationsschreiben verfassen müssen, wenn Sie eines dieser Nebenfächer wählen möchten. Weitere Informationen finden Sie auf der Homepage der Mathematisch-Naturwissenschaftlichen Fakultät oder bei der WiSo-Studienberatung.","Im Bachelorstudiengang Geographie bietet die WiSo-Fakultät in folgenden Bereichen Angebote für die Nebenfächer an: Betriebswirtschaftslehre, Volkswirtschaftslehre und Sozialwissenschaften","0.38073256611824036","0.22541233897209167","0.5422040224075317","0.0","0.0","0.0"
"22","Bachelor-Studium","easy","Welche Bewerbungsfristen gelten für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät und welche Bachelorstudiengänge starten auch im Sommersemester?","Die Bewerbungsfristen für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät betragen:  *   15. Juli/15. Januar als Bewerbungsfrist für das Winter- bzw. Sommersemester *   Die verbindlichen Bewerbungsfristen entnehmen Sie bitte der Website des Studierendensekretariats: i.d.R. 15. September für das Wintersemester, 15. März für das Sommersemester  Die Bachelorstudiengänge Betriebs- und Volkswirtschaftslehre werden zusätzlich auch im Sommersemester angeboten.  Ich hoffe, diese Informationen helfen dir weiter! Wenn du weitere Fragen hast, stehe ich gerne zur Verfügung.","Für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät gilt regulär der 15. Juli als Bewerbungsfrist für das Wintersemester und der 15. Januar für das Sommersemester.","0.4352003037929535","0.20669834315776825","0.6809726357460022","0.0","0.0","0.0"
"23","Bachelor-Studium","easy","Für welche Bachelorstudiengänge der WiSo-Fakultät ist ein Studienstart auch im Sommersemester möglich?","Basierend auf den Suchergebnissen kann ich sagen, dass für einige Bachelorstudiengänge der WiSo-Fakultät ein Studienstart auch im Sommersemester möglich ist. Hier sind einige Beispiele:  * BWL Bachelor * VWL Bachelor * Bachelor Sozialwissenschaften * Bachelor Management, Economics & Social Sciences  Es ist jedoch wichtig zu beachten, dass die Bewerbungsfristen und -verfahren je nach Studiengang variieren können. Es lohnt sich, direkt auf der Website der Universität oder bei der Studienberatung nachzufragen, um sicherzustellen, dass alle Anforderungen erfüllt sind.  Ich empfehle, die offizielle Website der WiSo-Fakultät zu besuchen oder Kontakt mit der Studienberatung aufzunehmen, um genaue Informationen über die Bewerbungsfristen und -verfahren für den gewünschten Studiengang zu erhalten.","Ein Studienstart im Sommersemester ist nur in den Bachelorstudiengängen Betriebswirtschaftslehre und Volkswirtschaftslehre möglich.","0.21349407732486725","-0.022299030795693398","0.4677700400352478","0.0","0.0","0.0"
"24","Master-Studium","easy","Wann beginnen die angebotenen Masterprogramme?","Die Masterprogramme der Universität zu Köln beginnen im Wintersemester. Die Bewerbungsfristen variieren je nach Programm, aber in der Regel ist die Frist für den ersten Semester im Juli. Es gibt auch die Möglichkeit, sich für ein fortgeschrittenes Semester anzumelden, wenn Plätze frei sind.  Ich empfehle, sich direkt an die Universität zu wenden oder auf der Website der Universität nachzuschauen, um die genauen Bewerbungsfristen und -verfahren zu erfahren.","Die angebotenen Masterprogramme starten zum Wintersemester. Die Bewerbung erfolgt bis Mitte des Jahres.","0.35437241196632385","0.053491488099098206","0.6883180737495422","0.0","0.0","0.0"
"25","Bachelor-Studium","medium","Was ist für eine Bewerbung in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät erforderlich?","Um in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät zu bewerben, müssen Sie folgende Schritte unternehmen:  1.  **Fachsemestereinstufung**: Wenn Ihr bisheriger Studiengang nicht identisch ist mit dem an der WiSo-Fakultät gewünschten, werden Sie als Quereinsteiger eingestuft. In diesem Fall muss eine Fachsemestereinstufung eingereicht werden. 2.  **Bewerbung**: Die Bewerbung für ein höheres Fachsemester erfolgt beim Studierendensekretariat/International Office. Hier müssen Sie zusätzlich zur Bescheinigung über den Quereinstieg die Fachsemestereinstufung einreichen. 3.  **Verbindliche Bewerbungsfristen**: Die verbindlichen Bewerbungsfristen sind der 15. September für das Wintersemester und der 15. März für das Sommersemester. Damit diese Fristen eingehalten werden können, müssen die Bewerbungsunterlagen spätestens acht Wochen vor dieser Frist beim WiSo-Prüfungsamt postalisch eingehen.  Bitte beachten Sie, dass die genauen Anforderungen und Fristen je nach Studiengang variieren können. Es ist daher ratsam, sich direkt an das Studierendensekretariat oder das Prüfungsamt der WiSo-Fakultät zu wenden, um weitere Informationen zu erhalten.","Für die Bewerbung auf ein höheres Fachsemester in einem Bachelorstudiengang der WiSo-Fakultät benötigen Sie zwei Bescheinigungen: einen Nachweis darüber, ob Sie als Ortswechsler:in oder Quereinsteiger:in eingestuft werden, und eine Fachsemestereinstufung. Beide Bescheinigungen stellt das Prüfungsamt der WiSo-Fakultät auf Antrag aus.","0.29083824157714844","0.13418319821357727","0.453536719083786","0.0","0.0","0.0"
"26","Bachelor-Studium","medium","Unter welchen Voraussetzungen ist ein Studium an der WiSo-Fakultät auch ohne Abitur möglich?","Es ist möglich, ein Studium an der WiSo-Fakultät ohne Abitur zu beginnen. Die Voraussetzungen hierfür sind:  *   Ein Studium im Bereich Soziologie und Sozialpsychologie oder Politik *   Das Studium Integrale muss mit 12 CP substantiiert werden *   Der Bachelor-Thesis in den Sozialwissenschaften mit 18 CP bildet die letzte Sektion  Es ist auch möglich, ein Auslandsstudium ohne Abitur zu beginnen. Die WiSo-Fakultät bietet verschiedene Möglichkeiten für ein Auslandsstudium an, wie zum Beispiel das Study Abroad Programm (STAP). Dieses Programm umfasst ERASMUS-Austauschprogramme und bietet die Möglichkeit eines Ein-Semester-Stays an einer der Partneruniversitäten der WiSo-Fakultät.","Auch ohne Abitur kannst du an der WiSo-Fakultät studieren, wenn du in der beruflichen Bildung qualifiziert bist und bestimmte Voraussetzungen erfüllst. Je nach deiner beruflichen Vorbildung gibt es unterschiedliche Möglichkeiten des Hochschulzugangs. Die genauen Regelungen zu den verschiedenen Bewerbergruppen und Verfahren findest du auf den verlinkten Informationsseiten der zentralen Universitätsverwaltung.","0.1537211537361145","0.10115762054920197","0.20348213613033295","0.0","0.0","0.0"
"27","Services/Info","easy","An wen können sich Studieninteressierte wenden, wenn sie noch Fragen zu WiSo-Bachelorstudiengängen und Bewerbungsverfahren haben?","Wenn Sie noch Fragen zu WiSo-Bachelorstudiengängen und Bewerbungsverfahren haben, können Sie sich gerne an die Studienberater:innen im WiSo Student Service Point wenden. Dort finden Sie alle Informationen rund um das Thema Bewerbung und Studium an der WiSo-Fakultät.","Bei offenen Fragen zu den Studiengängen und zum Bewerbungsverfahren können sich Studieninteressierte an den WiSo Student Service Point wenden – entweder in einem persönlichen Gespräch, telefonisch oder über ein Anfragenformular.","0.42032256722450256","0.3735470473766327","0.46525484323501587","0.0","0.0","0.0"
